site_id;nature;nom_prodcartofriches;site_id_ok;TEST
73019_11227;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73019_11227;OK
74298_15263;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74298_15263;OK
73250_17071;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73250_17071;OK
73257_2690;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73257_2690;OK
73253_17304;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73253_17304;OK
73001_17348;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73001_17348;OK
73173_11229;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;73173_11229;OK
73306_17012;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73306_17012;OK
73250_17067;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73250_17067;OK
73011_10096;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73011_10096;OK
73082_17292;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73082_17292;OK
73253_17297;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73253_17297;OK
73236_17414;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73236_17414;OK
73028_10771;MTE;Friche étude Ademe 2021;73028_10771;OK
73073_12362;fond friche;Appel à projet Fonds Friches;73073_12362;OK
73051_12609;fond friche;Appel à projet Fonds Friches;73051_12609;OK
73285_13283;MTE;Friche étude Ademe 2021;73285_13283;OK
74208_5151;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74208_5151;OK
73032_13984;MTE;Friche étude Ademe 2021;73032_13984;OK
73196_3370;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73196_3370;OK
73006_6762;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73006_6762;OK
73065_20073;fond friche;Appel à projet Fonds Friches;73065_20073;OK
73212_6741;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73212_6741;OK
73065_16442;fond friche;Appel à projet Fonds Friches;73065_16442;OK
73006_17363;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;73006_17363;OK
73303_20860;fond friche;Appel à projet Fonds Friches;73303_20860;OK
74164_17146;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74164_17146;OK
73290_10534;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;73290_10534;OK
74128_5162;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74128_5162;OK
74250_3430;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74250_3430;OK
74012_5709;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74012_5709;OK
74010_8203;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74010_8203;OK
74012_13989;MTE;Friche étude Ademe 2021;74012_13989;OK
74124_6043;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74124_6043;OK
74208_17787;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74208_17787;OK
74282_12410;fond friche;Appel à projet Fonds Friches;74282_12410;OK
74145_21666;fond friche;Appel à projet Fonds Friches;74145_21666;OK
74010_17761;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74010_17761;OK
74179_3423;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74179_3423;OK
74267_12398;fond friche;Appel à projet Fonds Friches;74267_12398;OK
74014_17840;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74014_17840;OK
74056_21257;fond friche;Appel à projet Fonds Friches;74056_21257;OK
74081_17877;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74081_17877;OK
74080_21662;fond friche;Appel à projet Fonds Friches;74080_21662;OK
74211_5195;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74211_5195;OK
74258_17338;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74258_17338;OK
74069_10699;MTE;Friche étude Ademe 2021;74069_10699;OK
74179_17823;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74179_17823;OK
74037_13517;MTE;Friche étude Ademe 2021;74037_13517;OK
74215_15247;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74215_15247;OK
74137_14177;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74137_14177;OK
74010_1598;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74010_1598;OK
74309_10650;MTE;Friche étude Ademe 2021;74309_10650;OK
74123_13906;MTE;Friche étude Ademe 2021;74123_13906;OK
74266_21378;fond friche;Appel à projet Fonds Friches;74266_21378;OK
74208_2476;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74208_2476;OK
74143_3416;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74143_3416;OK
74249_21841;fond friche;Appel à projet Fonds Friches;74249_21841;OK
74104_13992;MTE;Friche étude Ademe 2021;74104_13992;OK
74143_5139;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74143_5139;OK
74278_21553;fond friche;Appel à projet Fonds Friches;74278_21553;OK
74263_5167;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74263_5167;OK
74143_10104;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74143_10104;OK
74012_5204;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74012_5204;OK
74241_17906;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74241_17906;OK
74012_17909;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74012_17909;OK
74076_21627;fond friche;Appel à projet Fonds Friches;74076_21627;OK
74105_13518;MTE;Friche étude Ademe 2021;74105_13518;OK
74169_17868;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74169_17868;OK
74298_13990;MTE;Friche étude Ademe 2021;74298_13990;OK
74169_15295;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74169_15295;OK
74032_5206;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74032_5206;OK
74147_17636;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74147_17636;OK
74081_9030;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74081_9030;OK
74269_20211;fond friche;Appel à projet Fonds Friches;74269_20211;OK
74067_7941;fond friche;Appel à projet Fonds Friches;74067_7941;OK
74010_13843;MTE;Site Basias ou Basol vérifié par le Cerema en 2020;74010_13843;OK
74056_22104;fond friche;Appel à projet Fonds Friches;74056_22104;OK
74096_5160;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74096_5160;OK
74155_18001;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74155_18001;OK
74169_17872;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74169_17872;OK
74012_5461;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74012_5461;OK
74012_9815;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74012_9815;OK
74282_6973;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74282_6973;OK
74094_20641;fond friche;Appel à projet Fonds Friches;74094_20641;OK
74308_21620;fond friche;Appel à projet Fonds Friches;74308_21620;OK
75056_3986;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_3986;OK
74236_1163;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74236_1163;OK
74057_13856;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74057_13856;OK
74280_21582;fond friche;Appel à projet Fonds Friches;74280_21582;OK
74010_17773;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74010_17773;OK
74014_17839;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74014_17839;OK
74169_17867;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74169_17867;OK
74280_1530;fond friche;Appel à projet Fonds Friches;74280_1530;OK
74250_12403;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;74250_12403;OK
74008_21175;fond friche;Appel à projet Fonds Friches;74008_21175;OK
74010_17746;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74010_17746;OK
74040_21670;fond friche;Appel à projet Fonds Friches;74040_21670;OK
74290_1531;fond friche;Appel à projet Fonds Friches;74290_1531;OK
74081_6224;fond friche;Appel à projet Fonds Friches;74081_6224;OK
74208_17780;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74208_17780;OK
74131_17837;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74131_17837;OK
74278_8544;fond friche;Appel à projet Fonds Friches;74278_8544;OK
74309_17899;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74309_17899;OK
74164_21177;fond friche;Appel à projet Fonds Friches;74164_21177;OK
74008_21609;fond friche;Appel à projet Fonds Friches;74008_21609;OK
74010_22125;fond friche;Appel à projet Fonds Friches;74010_22125;OK
74272_12412;fond friche;Appel à projet Fonds Friches;74272_12412;OK
74278_9025;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74278_9025;OK
74243_9585;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74243_9585;OK
74225_17695;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74225_17695;OK
76212_22781;observatoire local;EPF Normandie;76212_22781;OK
74241_6870;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74241_6870;OK
74112_12413;fond friche;Appel à projet Fonds Friches;74112_12413;OK
74010_17762;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74010_17762;OK
75056_8082;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_8082;OK
74104_12414;Ademe;Friche étude Ademe 2021, intéressante pour du PV au sol;74104_12414;OK
75056_914;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_914;OK
74094_17954;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74094_17954;OK
74220_21635;fond friche;Appel à projet Fonds Friches;74220_21635;OK
74215_17675;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74215_17675;OK
74193_17902;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;74193_17902;OK
75056_8950;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_8950;OK
75056_12103;fond friche;Appel à projet Fonds Friches;75056_12103;OK
75056_20917;fond friche;Appel à projet Fonds Friches;75056_20917;OK
75056_12476;fond friche;Appel à projet Fonds Friches;75056_12476;OK
75056_3994;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_3994;OK
75056_22037;fond friche;Appel à projet Fonds Friches;75056_22037;OK
75056_22050;fond friche;Appel à projet Fonds Friches;75056_22050;OK
75056_3267;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_3267;OK
75056_915;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_915;OK
75056_21834;fond friche;Appel à projet Fonds Friches;75056_21834;OK
75056_12471;fond friche;Appel à projet Fonds Friches;75056_12471;OK
75056_8792;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_8792;OK
75056_21760;fond friche;Appel à projet Fonds Friches;75056_21760;OK
76351_22362;observatoire local;EPF Normandie;76351_22362;OK
75056_3962;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_3962;OK
75056_4205;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_4205;OK
75056_12590;fond friche;Appel à projet Fonds Friches;75056_12590;OK
75056_21545;fond friche;Appel à projet Fonds Friches;75056_21545;OK
76255_22281;observatoire local;EPF Normandie;76255_22281;OK
75056_3963;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;75056_3963;OK
76540_2179;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_2179;OK
76447_22310;observatoire local;EPF Normandie;76447_22310;OK
76540_2183;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_2183;OK
76540_2342;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_2342;OK
76540_9061;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_9061;OK
76657_9328;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76657_9328;OK
76561_14679;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76561_14679;OK
76575_14749;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76575_14749;OK
76575_14751;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76575_14751;OK
76540_14830;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_14830;OK
76351_22326;observatoire local;EPF Normandie;76351_22326;OK
76351_22365;observatoire local;EPF Normandie;76351_22365;OK
76351_22376;observatoire local;EPF Normandie;76351_22376;OK
76351_14895;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76351_14895;OK
76351_22377;observatoire local;EPF Normandie;76351_22377;OK
76452_14962;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76452_14962;OK
76681_21015;fond friche;Appel à projet Fonds Friches;76681_21015;OK
76322_22609;observatoire local;EPF Normandie;76322_22609;OK
76540_22670;observatoire local;EPF Normandie;76540_22670;OK
76540_22677;observatoire local;EPF Normandie;76540_22677;OK
76750_22704;observatoire local;EPF Normandie;76750_22704;OK
76750_22707;observatoire local;EPF Normandie;76750_22707;OK
76319_2172;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76319_2172;OK
76451_2357;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76451_2357;OK
76231_22708;observatoire local;EPF Normandie;76231_22708;OK
76020_22722;observatoire local;EPF Normandie;76020_22722;OK
76165_22771;observatoire local;EPF Normandie;76165_22771;OK
76540_1821;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_1821;OK
76341_2372;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76341_2372;OK
76351_7115;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76351_7115;OK
76002_14999;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76002_14999;OK
76217_15733;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76217_15733;OK
76259_20661;fond friche;Appel à projet Fonds Friches;76259_20661;OK
76305_22318;observatoire local;EPF Normandie;76305_22318;OK
76351_22325;observatoire local;EPF Normandie;76351_22325;OK
76351_22358;observatoire local;EPF Normandie;76351_22358;OK
76709_22603;observatoire local;EPF Normandie;76709_22603;OK
76322_22605;observatoire local;EPF Normandie;76322_22605;OK
76474_22616;observatoire local;EPF Normandie;76474_22616;OK
76178_22663;observatoire local;EPF Normandie;76178_22663;OK
76391_22739;observatoire local;EPF Normandie;76391_22739;OK
76231_22744;observatoire local;EPF Normandie;76231_22744;OK
76561_2125;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76561_2125;OK
76711_1044;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76711_1044;OK
76540_2354;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_2354;OK
76540_7048;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_7048;OK
76351_7121;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76351_7121;OK
76575_8848;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76575_8848;OK
76322_9384;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76322_9384;OK
76367_12141;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76367_12141;OK
76497_13690;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76497_13690;OK
76575_14771;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76575_14771;OK
76498_14779;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76498_14779;OK
76711_15870;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76711_15870;OK
76351_14881;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76351_14881;OK
76351_22017;fond friche;Appel à projet Fonds Friches;76351_22017;OK
76217_22236;observatoire local;EPF Normandie;76217_22236;OK
76305_22317;observatoire local;EPF Normandie;76305_22317;OK
76351_22327;observatoire local;EPF Normandie;76351_22327;OK
76351_22361;observatoire local;EPF Normandie;76351_22361;OK
76351_22389;observatoire local;EPF Normandie;76351_22389;OK
76216_22582;observatoire local;EPF Normandie;76216_22582;OK
76513_22619;observatoire local;EPF Normandie;76513_22619;OK
76540_22669;observatoire local;EPF Normandie;76540_22669;OK
76540_22692;observatoire local;EPF Normandie;76540_22692;OK
76540_2184;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76540_2184;OK
76157_2337;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76157_2337;OK
76231_22713;observatoire local;EPF Normandie;76231_22713;OK
76495_2837;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76495_2837;OK
76351_7593;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76351_7593;OK
76561_14672;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76561_14672;OK
76351_14908;MTE non vérifié;Site Basias ou Basol non vérifié par le Cerema;76351_14908;OK
76217_21746;fond friche;Appel à projet Fonds Friches;76217_21746;OK
